text,intent,style
mahoday mujhe aane mein aadh ghanta lagenge,report_delay,abbreviated
gate par koi ahi hai bawa,customer_unavailable,augmented_spelling
guru baarish ki wajah se 15 mins late honga,report_delay,augmented_spelling
10 minute late pahunchunga petrol khatam hai,report_delay,augmented_spelling
late ho jaunga 20 in,report_delay,augmented_spelling
20 min late pahunchunga bheed h,report_delay,abbreviated
bawa accident ki wajah se ek ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture hia,report_delay,augmented_spelling
10 minute late pahunchung abheed hai,report_delay,augmented_spelling
bawa accident ki wjh se 10 minute late honga,report_delay,abbreviated
location samajh nahi aa raha,navigation_help,casual_hindi
yaar accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
bhai accident ki vjh se 5 min late honga,report_delay,abbreviated
ek ghanta late pahunchunga baarsh hai,report_delay,augmented_spelling
bhai petrol khatam ki wajah se 10 minute late honga,report_delay,casual_hindi
accident ki wajah se aadh ghanta late honga,report_delay,abbreviated
ustad accident ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
guru accident ki wajah se 5 min late honga,report_delay,casual_hindi
e ghanta late pahunchunga accident hai,report_delay,augmented_spelling
darwaaz band hai,customer_unavailable,augmented_spelling
stad bheed ki wajah se 15 mins late honga,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,casual_hindi
boss map stuck ho gaya h,navigation_help,abbreviated
gps hang ho gaya,navigation_help,augmented_spelling
boss baarish ki wajah se 5 min late hnoga,report_delay,augmented_spelling
yaar bheed ki wajah se ek ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
customer mil nahi raha,customer_unavailable,augmented_spelling
petrol khatam ki wajah se ek ghanta late honga,report_delay,casual_hindi
traffic ke karan delay hoga,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khatam hai,report_delay,abbreviated
bhai baarish ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
galat order de diya hai,order_issue,casual_hindi
20 min late pahunchunga beed hai,report_delay,augmented_spelling
order radd karna hai,order_issue,abbreviated
aadh ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
10 minute late pahunchunga traffic h,report_delay,abbreviated
bhai traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
package damage ho gaya ustad,order_issue,abbreviated
bawa traffic ki wajah se 15 mins lat honga,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
5 min late pahunchunga tyre punture hai,report_delay,augmented_spelling
petrol khatam ki wjh se 5 min late honga,report_delay,abbreviated
ustad baarish ki wajah se 10 minute late honga,report_delay,casual_hindi
15 mins late pahunchunga traffic h,report_delay,abbreviated
bhai accident ki vjh se ek ghanta late honga,report_delay,abbreviated
mahoday map kaam nhi kar rha,navigation_help,abbreviated
bhai tyre puncture ki wajah se 15 mins late honga,report_delay,casual_hindi
bawa map stuck ho gay ahai,navigation_help,augmented_spelling
aadh ghanta late pahunchnga petrol khatam hai,report_delay,augmented_spelling
bhaiya traffic ki wjh se 10 minute late honga,report_delay,abbreviated
traffic ke karan delay hoga,report_delay,augmented_spelling
sir aagam aadesh ka pata pradan karein,get_address,augmented_spelling
location samajh nhi aa raha,navigation_help,abbreviated
late ho jaunga 5 min,report_delay,abbreviated
boss traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
 5min late pahunchunga accident hai,report_delay,augmented_spelling
bhi order cancel kar do,order_issue,abbreviated
20 min lat pahunchunga baarish hai,report_delay,augmented_spelling
15 mins late pahunchunga baarish h,report_delay,abbreviated
bawa next order ka address batao,get_address,augmented_spelling
location samajh ni aa rha,navigation_help,abbreviated
boss next order ka add batao,get_address,abbreviated
guru baarish ki wajah se aadh ghanta late honga,report_delay,casual_hindi
ek ghanta late pahunchungap etrol khatam hai,report_delay,augmented_spelling
bhi accident ki vjh se ek ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga baarish hai,report_delay,abbreviated
ustad petrol khatam ki wajah se 15 mins late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga tyr epuncture hai,report_delay,augmented_spelling
sir mujhe aane mein 10 minute lagenge,report_delay,abbreviated
late ho jaunga 15 mins,report_delay,abbreviated
yaar traffic ki wajah se 10 minute late honga,report_delay,abbreviated
aadh ghanta late pahunchunga accident hai,report_delay,augmented_spelling
5 min late pahunchunga tyrep uncture hai,report_delay,augmented_spelling
ustad customer kidhar h,get_address,abbreviated
packaeg damage ho gaya bhaiya,order_issue,augmented_spelling
5 min late pahunchuna bheed hai,report_delay,augmented_spelling
5 min late pahunchunga tyre puncture hai,report_delay,abbreviated
customerk idhar hai,get_address,augmented_spelling
15 min slate pahunchunga bheed hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident ai,report_delay,augmented_spelling
aadh ghanta late pahunchunga baarish hai,report_delay,abbreviated
5 min late pahunchunga bheed hia,report_delay,augmented_spelling
location send kro yaar,get_address,augmented_spelling
yaar accident ki wajah se 5 min late honga,report_delay,abbreviated
guru accident ki wjh se ek ghanta late honga,report_delay,abbreviated
bhaiya baarish ki wajah se 15 mns late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga baarish h,report_delay,abbreviated
5 min late pahunchunga baarish h,report_delay,abbreviated
bawa petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
late h ojaunga 15 mins,report_delay,augmented_spelling
customer mil nahi raha,customer_unavailable,augmented_spelling
5 min late pahunchunga traffich ai,report_delay,augmented_spelling
ustad next order ka adr batao,get_address,abbreviated
aadh ghanta late pahunchunga traffic hai,report_delay,abbreviated
ustad baarish ki vjh se aadh ghanta late honga,report_delay,abbreviated
location samajh nahi aa raha,navigation_help,augmented_spelling
boss tyre puncture ki wajah es 20 min late honga,report_delay,augmented_spelling
mahoday parcel kshatigrast hai,order_issue,formal_hindi
aadh ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
kripya mujhe aane mein ek ghanta lagenge,report_delay,augmented_spelling
bhaiya baarish ki wajah se 10 minute late honga,report_delay,augmented_spelling
20 min late pahunchunga baarish hai,report_delay,casual_hindi
location send karo ustad,get_address,abbreviated
guru traffic ki wajah se 5 min late honga,report_delay,casual_hindi
bhai accidnt ki wajah se 5 min late honga,report_delay,augmented_spelling
number not reachable ai,customer_unavailable,augmented_spelling
bawa petrol khatam ki wajah se 5 mins late honga,report_delay,augmented_spelling
late ho jaunga 10 minute,report_delay,casual_hindi
package damge ho gaya guru,order_issue,augmented_spelling
baarish ki wajah se 15 mins late honga,report_delay,abbreviated
aad ghanta late pahunchunga accident hai,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,abbreviated
15 mnis late pahunchunga accident hai,report_delay,augmented_spelling
guru bhee ki wajah se 20 min late honga,report_delay,augmented_spelling
bawa traffic ki wajah se 5 min late honga,report_delay,augmented_spelling
5 imn late pahunchunga baarish hai,report_delay,augmented_spelling
guru petrol khatam ki wajah se 5 min late onga,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
location samajh nahi aa rha,navigation_help,abbreviated
10 minute late pahunchunga accident h,report_delay,abbreviated
ek ghanta late pahunchunga bheed hai,report_delay,abbreviated
guru traffic ki wajah se ek ghanta late honga,report_delay,augmented_spelling
late ho jaunga 5 min,report_delay,abbreviated
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
guru accident ki wajah se 15 mins late honga,report_delay,augmented_spelling
rasta dikhao bawa,navigation_help,casual_hindi
10 minute late pahunchunga bheed hai,report_delay,augmented_spelling
guru bheed ki wjh se 20 min late honga,report_delay,abbreviated
ustad tyre puncture ki wajah se 5 min late honga,report_delay,casual_hindi
number not reachable hai,customer_unavailable,augmented_spelling
10 minute late paunchunga accident hai,report_delay,augmented_spelling
bhai bheed ki wajah se ek ghanta late honga,report_delay,casual_hindi
bhi traffic ki wjh se 10 minute late honga,report_delay,abbreviated
bawa accident ki waajh se 10 minute late honga,report_delay,augmented_spelling
bawa traffic ki wajah se k ghanta late honga,report_delay,augmented_spelling
ustad tyre puncture ki wajah se 10 minute lae honga,report_delay,augmented_spelling
gate par koi nahi h,customer_unavailable,abbreviated
yaar bheed ki vjh se 5 min late honga,report_delay,abbreviated
15 mins late pahunchunga accidnt hai,report_delay,augmented_spelling
20 min latep ahunchunga tyre puncture hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
ustad petrol khatam ki wajah se 5 min late honga,report_delay,abbreviated
5 min late pahunchunga baarish h,report_delay,abbreviated
15m ins late pahunchunga traffic hai,report_delay,augmented_spelling
20 min late pahunchunga traffic hai,report_delay,casual_hindi
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
5 min late pahunchunga bheed hai,report_delay,casual_hindi
traffic ki wajah se aadh ghanta late hogna,report_delay,augmented_spelling
ustad accident ki wjh se 15 mins late honga,report_delay,abbreviated
bhai traffic ki wajah se 5 min late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga traffic hi,report_delay,augmented_spelling
accident ki wajah se 20 min late honga,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,augmented_spelling
bhai petrol khatam ki wajah se 20 min late honga,report_delay,casual_hindi
location samajh nahi aa rha,navigation_help,abbreviated
15 mins late ahunchunga traffic hai,report_delay,augmented_spelling
yaar bheed ki wjh se 10 minute late honga,report_delay,abbreviated
kripya parce lkshatigrast hai,order_issue,augmented_spelling
bhai order cance kar do,order_issue,augmented_spelling
bhaiya traffic ki vjh se 20 min late honga,report_delay,abbreviated
10 minute late pahunchunga traffic h,report_delay,abbreviated
bawa bheed ki wjh se 10 minute late honga,report_delay,abbreviated
bawa traffic ki wajahs e ek ghanta late honga,report_delay,augmented_spelling
baarish ek karan delay hoga,report_delay,augmented_spelling
5 min late pahuncunga traffic hai,report_delay,augmented_spelling
ustad bheed ki wajahs e 10 minute late honga,report_delay,augmented_spelling
yaar petrol khatam ki wajah se 15 mins late honga,report_delay,casual_hindi
yaar traffic ki wajah se 10 minute late honga,report_delay,casual_hindi
bawa accident ki wjh se 20 min late honga,report_delay,abbreviated
guru tyre puncture ki wajah se 20 min late honga,report_delay,abbreviated
bhaiya petrol khatam ki vjh se 20 min late honga,report_delay,abbreviated
ustad accident ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
sahi marg dikahyein,navigation_help,augmented_spelling
number not reachable hai,customer_unavailable,augmented_spelling
bawa bheed ki wajah se 10 minute late honga,report_delay,casual_hindi
sir grahak sampark mein nhai hain,customer_unavailable,augmented_spelling
10 minute late pahunchunga petrol khatam h,report_delay,abbreviated
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
ek ghanta late pahunchunga tyre pnucture hai,report_delay,augmented_spelling
guru customer kidhar hai,get_address,augmented_spelling
guru tyre puncture ki vjh se 20 min late honga,report_delay,abbreviated
20 min late pahunchunga tyer puncture hai,report_delay,augmented_spelling
ustad tyre puncture k wajah se 20 min late honga,report_delay,augmented_spelling
yaar accident ki wajah se 5 min late honga,report_delay,casual_hindi
ustda accident ki wajah se 15 mins late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
ustad accident ki wajah se 20 min late honga,report_delay,casual_hindi
15 mins late pahunchunga baarish h,report_delay,abbreviated
10 minute late pahunchunga accident hai,report_delay,casual_hindi
ek ghanta late pahunchunga bheed hai,report_delay,casual_hindi
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
bawa traffic ki vjh se 10 minute late honga,report_delay,abbreviated
15 mins late pahunchunga traffic hai,report_delay,abbreviated
bhaiya order cancel kar do,order_issue,abbreviated
ustad next order ka adr batao,get_address,abbreviated
20 min late pahunchuna accident hai,report_delay,augmented_spelling
boss accident ki vjh se ek ghanta late honga,report_delay,abbreviated
bhaiya petrol khatam ki wajah es 15 mins late honga,report_delay,augmented_spelling
bhaiya baarish ki wajah se 5 min late honga,report_delay,abbreviated
10 minue late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bheed ki vjh se 20 min late honga,report_delay,abbreviated
guru bheed ki wajah se 5 min late onga,report_delay,augmented_spelling
bhai next odrer ka address batao,get_address,augmented_spelling
bhai petrol khatam ki wajah se aadh ghanta late honga,report_delay,casual_hindi
20 min late pahunchunga tyre puncture hai,report_delay,abbreviated
boss bheed ki wajah se 20 min late honga,report_delay,abbreviated
